Country,Region,Happiness Rank,Score,Standard Error,GDP,Family,Healthy life expectancy,Freedom,Trust Government Corruption,Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low,Dystopia Residual,Social Support,Perceptions of corruption
Jamaica,0,76,5.31099987030029,0.0,0.925579309463501,1.3682180643081698,0.6410223841667181,0.474307239055634,0.0552677810192108,0.23381833732128102,0.0,2017,0.0,0.0,5.581398728489879,5.04060101211071,1.61232566833496,0.0,0.0
Croatia,0,77,5.2930002212524405,0.0,1.22255623340607,0.9679830074310299,0.701288521289825,0.255772292613983,0.0431031100451946,0.248002976179123,0.0,2017,0.0,0.0,5.391777204573151,5.19422323793173,1.85449242591858,0.0,0.0
Kosovo,0,78,5.27899980545044,0.0,0.951484382152557,1.1378535032272301,0.541452050209045,0.260287940502167,0.0574716180562973,0.319931447505951,0.0,2017,0.0,0.0,5.36484799548984,5.19315161541104,2.0105407238006596,0.0,0.0
China,0,79,5.2729997634887695,0.0,1.08116579055786,1.16083741188049,0.741415500640869,0.47278770804405196,0.0227942746132612,0.0288068410009146,0.0,2017,0.0,0.0,5.319278089776629,5.2267214372009,1.76493859291077,0.0,0.0
Pakistan,0,80,5.26900005340576,0.0,0.7268835306167599,0.6726906895637509,0.40204778313636796,0.23521526157856,0.12434806674718901,0.31544601917266807,0.0,2017,0.0,0.0,5.35998364135623,5.17801646545529,2.7924892902374303,0.0,0.0
Indonesia,0,81,5.26200008392334,0.0,0.995538592338562,1.2744446992874099,0.49234572052955605,0.443323463201523,0.0153171354904771,0.611704587936401,0.0,2017,0.0,0.0,5.35288859814405,5.17111156970263,1.42947697639465,0.0,0.0
Venezuela,0,82,5.25,0.0,1.12843120098114,1.43133759498596,0.617144227027893,0.15399712324142498,0.0644911229610443,0.0650196298956871,0.0,2017,0.0,0.0,5.370031945556399,5.1299680544436,1.78946375846863,0.0,0.0
Montenegro,0,83,5.23699998855591,0.0,1.12112903594971,1.23837649822235,0.6674646735191351,0.194989055395126,0.0881741940975189,0.197911024093628,0.0,2017,0.0,0.0,5.34104444056749,5.132955536544321,1.72919154167175,0.0,0.0
Morocco,0,84,5.2350001335144,0.0,0.8781145811080929,0.774864435195923,0.59771066904068,0.408158332109451,0.0877631828188896,0.0322099551558495,0.0,2017,0.0,0.0,5.31834096476436,5.15165930226445,2.45618939399719,0.0,0.0
Azerbaijan,0,85,5.234000205993651,0.0,1.1536017656326298,1.15240025520325,0.5407757759094239,0.39815583825111406,0.180987507104874,0.0452693402767181,0.0,2017,0.0,0.0,5.29928653523326,5.168713876754049,1.7624816894531203,0.0,0.0
Dominican Republic,0,86,5.230000019073491,0.0,1.07937383651733,1.4024167060852097,0.574873745441437,0.55258983373642,0.113945253193378,0.186967849731445,0.0,2017,0.0,0.0,5.34906088516116,5.110939152985809,1.3194651603698702,0.0,0.0
Greece,0,87,5.2270002365112305,0.0,1.28948748111725,1.23941457271576,0.8101989030838009,0.0957312509417534,0.043289776891470004,0.0,0.0,2017,0.0,0.0,5.3252461694181,5.12875430360436,1.74922156333923,0.0,0.0
Lebanon,0,88,5.22499990463257,0.0,1.07498753070831,1.1296242475509601,0.7350810766220089,0.28851598501205394,0.037513829767704,0.26445075869560203,0.0,2017,0.0,0.0,5.31888228848577,5.1311175207793704,1.69507384300232,0.0,0.0
Portugal,0,89,5.19500017166138,0.0,1.3151752948761002,1.36704301834106,0.795843541622162,0.498465299606323,0.0158694516867399,0.0951027125120163,0.0,2017,0.0,0.0,5.285041733086111,5.10495861023665,1.10768270492554,0.0,0.0
Bosnia and Herzegovina,0,90,5.18200016021729,0.0,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.0,0.328867495059967,0.0,2017,0.0,0.0,5.27633568674326,5.087664633691309,1.89217257499695,0.0,0.0
Honduras,0,91,5.1810002326965305,0.0,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.0733454525470734,0.23618887364864302,0.0,2017,0.0,0.0,5.30158279687166,5.0604176685214,2.0658111572265603,0.0,0.0
Macedonia,0,92,5.175000190734861,0.0,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.0602777935564518,0.25376096367836,0.0,2017,0.0,0.0,5.27217263966799,5.07782774180174,1.6174693107605,0.0,0.0
Somalia,0,93,5.151000022888179,0.0,0.0226431842893362,0.7211513519287109,0.11398913711309401,0.602126955986023,0.28241032361984303,0.291631311178207,0.0,2017,0.0,0.0,5.24248370990157,5.0595163358748,3.11748456954956,0.0,0.0
Vietnam,0,94,5.07399988174438,0.0,0.7885475754737851,1.27749133110046,0.6521689891815191,0.571055591106415,0.0876332372426987,0.23496805131435397,0.0,2017,0.0,0.0,5.14728076457977,5.000718998909,1.46231865882874,0.0,0.0
Nigeria,0,95,5.07399988174438,0.0,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.0261215660721064,0.23094719648361198,0.0,2017,0.0,0.0,5.209500135481361,4.93849962800741,2.36539053916931,0.0,0.0
Tajikistan,0,96,5.04099988937378,0.0,0.524713635444641,1.27146327495575,0.5292351245880129,0.47156670689582797,0.14637714624404902,0.24899764358997303,0.0,2017,0.0,0.0,5.11142559587956,4.970574182868,1.8490493297576898,0.0,0.0
Bhutan,0,97,5.01100015640259,0.0,0.885416388511658,1.3401265144348102,0.495879292488098,0.5015376806259161,0.17338038980960802,0.474054545164108,0.0,2017,0.0,0.0,5.07933456212282,4.94266575068235,1.14018440246582,0.0,0.0
Kyrgyzstan,0,98,5.0040001869201705,0.0,0.5962200760841371,1.39423859119415,0.553457796573639,0.454943388700485,0.0394391790032387,0.42858037352562,0.0,2017,0.0,0.0,5.089919903129339,4.918080470710991,1.5367231369018601,0.0,0.0
Nepal,0,99,4.961999893188481,0.0,0.479820191860199,1.17928326129913,0.504130780696869,0.44030594825744607,0.0729755461215973,0.39409616589546204,0.0,2017,0.0,0.0,5.06735607936978,4.856643707007169,1.8912410736084,0.0,0.0
Mongolia,0,100,4.95499992370605,0.0,1.0272358655929599,1.4930112361908001,0.557783484458923,0.39414396882057207,0.0329022891819477,0.338464230298996,0.0,2017,0.0,0.0,5.021679509133099,4.88832033827901,1.1112923622131299,0.0,0.0
South Africa,0,101,4.8289999961853,0.0,1.05469870567322,1.38478863239288,0.18708007037639604,0.479246735572815,0.0725094974040985,0.13936237990856198,0.0,2017,0.0,0.0,4.92943518772721,4.72856480464339,1.51090860366821,0.0,0.0
Tunisia,0,102,4.80499982833862,0.0,1.00726580619812,0.8683514595031742,0.613212049007416,0.289680689573288,0.0867231488227844,0.0496933571994305,0.0,2017,0.0,0.0,4.88436700701714,4.725632649660111,1.8902511596679699,0.0,0.0
Palestinian Territories,0,103,4.77500009536743,0.0,0.716249227523804,1.1556471586227401,0.565666973590851,0.25471106171608,0.0892826020717621,0.114173173904419,0.0,2017,0.0,0.0,4.88184834256768,4.66815184816718,1.8788902759552,0.0,0.0
Egypt,0,104,4.7350001335144,0.0,0.989701807498932,0.997471392154694,0.520187258720398,0.28211015462875394,0.114381365478039,0.128631442785263,0.0,2017,0.0,0.0,4.82513378962874,4.644866477400059,1.70216107368469,0.0,0.0
Bulgaria,0,105,4.71400022506714,0.0,1.1614590883255,1.4343794584274299,0.708217680454254,0.28923171758651695,0.0110515309497714,0.113177694380283,0.0,2017,0.0,0.0,4.8036947064101705,4.62430574372411,0.996139287948608,0.0,0.0
Sierra Leone,0,106,4.70900011062622,0.0,0.36842092871666,0.984136044979095,0.005564753897488121,0.318697690963745,0.0710951760411263,0.293040901422501,0.0,2017,0.0,0.0,4.85064333498478,4.56735688626766,2.66845989227295,0.0,0.0
Cameroon,0,107,4.69500017166138,0.0,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.0513066314160824,0.23629845678806302,0.0,2017,0.0,0.0,4.79654085725546,4.5934594860672995,2.3336455821991,0.0,0.0
Iran,0,108,4.69199991226196,0.0,1.15687310695648,0.7115512490272521,0.639333188533783,0.24932260811328896,0.048761073499918005,0.387242913246155,0.0,2017,0.0,0.0,4.79822470769286,4.585775116831059,1.49873495101929,0.0,0.0
Albania,0,109,4.64400005340576,0.0,0.996192753314972,0.8036852478981021,0.731159746646881,0.381498634815216,0.0398642159998417,0.20131294429302202,0.0,2017,0.0,0.0,4.75246400639415,4.53553610041738,1.49044156074524,0.0,0.0
Bangladesh,0,110,4.60799980163574,0.0,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.123717859387398,0.17225535213947304,0.0,2017,0.0,0.0,4.68982165828347,4.52617794498801,1.9787361621856698,0.0,0.0
Namibia,0,111,4.57399988174438,0.0,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0931469723582268,0.0771337449550629,0.0,2017,0.0,0.0,4.770354740917679,4.37764502257109,1.4818902015686002,0.0,0.0
Kenya,0,112,4.55299997329712,0.0,0.560479462146759,1.0679507255554201,0.30998834967613204,0.45276376605033897,0.0646413192152977,0.444860309362411,0.0,2017,0.0,0.0,4.65569159060717,4.450308355987071,1.6519021987915001,0.0,0.0
Mozambique,0,113,4.550000190734861,0.0,0.23430564999580397,0.870701014995575,0.10665443539619399,0.48079109191894503,0.17943638563156103,0.322228103876114,0.0,2017,0.0,0.0,4.774102326333519,4.3258980551362,2.3556509017944305,0.0,0.0
Myanmar,0,114,4.54500007629395,0.0,0.36711055040359497,1.12323594093323,0.397522568702698,0.514492034912109,0.188816204667091,0.8380751609802249,0.0,2017,0.0,0.0,4.61473994642496,4.47526020616293,1.11529040336609,0.0,0.0
Senegal,0,115,4.53499984741211,0.0,0.479309022426605,1.17969191074371,0.409362852573395,0.37792226672172496,0.11546044796705199,0.183468893170357,0.0,2017,0.0,0.0,4.6016037812829005,4.468395913541321,1.78964614868164,0.0,0.0
Zambia,0,116,4.513999938964839,0.0,0.6364067792892459,1.00318729877472,0.25783589482307395,0.461603492498398,0.0782135501503944,0.249580144882202,0.0,2017,0.0,0.0,4.64410550147295,4.38389437645674,1.82670545578003,0.0,0.0
Iraq,0,117,4.49700021743774,0.0,1.1027104854583702,0.978613197803497,0.501180469989777,0.288555532693863,0.10721575468778599,0.19963726401329,0.0,2017,0.0,0.0,4.62259140968323,4.37140902519226,1.31890726089478,0.0,0.0
Gabon,0,118,4.46500015258789,0.0,1.1982102394104,1.1556202173233001,0.35657858848571794,0.31232857704162603,0.0760467872023582,0.0437853783369064,0.0,2017,0.0,0.0,4.5573617656529,4.37263853952289,1.3229162693023702,0.0,0.0
Ethiopia,0,119,4.46000003814697,0.0,0.339233845472336,0.8646692037582401,0.35340970754623396,0.408842742443085,0.16545571386814098,0.31265074014663696,0.0,2017,0.0,0.0,4.54272867664695,4.377271399646999,2.01574373245239,0.0,0.0
Sri Lanka,0,120,4.44000005722046,0.0,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.0736539661884308,0.49086356163024897,0.0,2017,0.0,0.0,4.55344719231129,4.32655292212963,0.41938924789428705,0.0,0.0
Armenia,0,121,4.37599992752075,0.0,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0266744215041399,0.0834880918264389,0.0,2017,0.0,0.0,4.46673461228609,4.28526524275541,1.5214991569518999,0.0,0.0
India,0,122,4.31500005722046,0.0,0.7922212481498722,0.754372596740723,0.455427616834641,0.469987004995346,0.0922268852591515,0.23153848946094502,0.0,2017,0.0,0.0,4.37152201749384,4.25847809694707,1.5191171169281,0.0,0.0
Mauritania,0,123,4.29199981689453,0.0,0.6484572887420649,1.2720308303833001,0.285349279642105,0.0960980430245399,0.136957004666328,0.201870024204254,0.0,2017,0.0,0.0,4.37716361626983,4.20683601751924,1.65163731575012,0.0,0.0
Congo (Brazzaville),0,124,4.29099988937378,0.0,0.8089642524719242,0.8320443630218509,0.28995743393898,0.4350258708000179,0.0796181336045265,0.12085212767124198,0.0,2017,0.0,0.0,4.41005350500345,4.17194627374411,1.7241356372833299,0.0,0.0
Georgia,0,125,4.28599977493286,0.0,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.25166663527488703,0.0540088154375553,0.0,2017,0.0,0.0,4.37493396580219,4.19706558406353,1.50013780593872,0.0,0.0
Congo (Kinshasa),0,126,4.2800002098083505,0.0,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.0602413564920425,0.246455833315849,0.0,2017,0.0,0.0,4.357810832709069,4.20218958690763,2.22495865821838,0.0,0.0
Mali,0,127,4.19000005722046,0.0,0.476180493831635,1.2814733982086202,0.16936567425727803,0.306613743305206,0.10497024655342098,0.183354198932648,0.0,2017,0.0,0.0,4.26967071101069,4.110329403430221,1.66819095611572,0.0,0.0
Ivory Coast,0,128,4.17999982833862,0.0,0.6030489206314089,0.904780030250549,0.0486421696841717,0.4477061927318571,0.130061775445938,0.201237469911575,0.0,2017,0.0,0.0,4.27518256321549,4.0848170934617505,1.84496426582336,0.0,0.0
Cambodia,0,129,4.1680002212524405,0.0,0.6017650961875921,1.00623834133148,0.429783403873444,0.633375823497772,0.0681059509515762,0.385922968387604,0.0,2017,0.0,0.0,4.27851781353354,4.05748262897134,1.04294109344482,0.0,0.0
Sudan,0,130,4.138999938964839,0.0,0.6595166921615601,1.21400856971741,0.290920823812485,0.0149958552792668,0.089847519993782,0.182317450642586,0.0,2017,0.0,0.0,4.34574716508389,3.9322527128458,1.6870658397674598,0.0,0.0
Ghana,0,131,4.11999988555908,0.0,0.667224824428558,0.873664736747742,0.29563772678375205,0.423026293516159,0.0253363698720932,0.25692394375801103,0.0,2017,0.0,0.0,4.22270720854402,4.01729256257415,1.57786750793457,0.0,0.0
Ukraine,0,132,4.09600019454956,0.0,0.89465194940567,1.39453756809235,0.575903952121735,0.12297477573156401,0.0230294708162546,0.270061463117599,0.0,2017,0.0,0.0,4.18541010454297,4.006590284556149,0.8143823146820072,0.0,0.0
Uganda,0,133,4.08099985122681,0.0,0.381430715322495,1.12982773780823,0.21763260662555703,0.443185955286026,0.057069718837738,0.32576605677604703,0.0,2017,0.0,0.0,4.19579996705055,3.9661997354030603,1.526362657547,0.0,0.0
Burkina Faso,0,134,4.03200006484985,0.0,0.35022771358490007,1.04328000545502,0.21584425866603896,0.32436785101890603,0.12032810598611803,0.250864684581757,0.0,2017,0.0,0.0,4.1240590643882795,3.93994106531143,1.72721290588379,0.0,0.0
Niger,0,135,4.02799987792969,0.0,0.16192533075809498,0.993025004863739,0.26850500702858,0.36365869641304,0.13857294619083402,0.22867384552955602,0.0,2017,0.0,0.0,4.11194681972265,3.9440529361367203,1.87398338317871,0.0,0.0
Malawi,0,136,3.97000002861023,0.0,0.233442038297653,0.5125688314437871,0.315089583396912,0.466914653778076,0.0727116540074348,0.28717046976089505,0.0,2017,0.0,0.0,4.07747881740332,3.86252123981714,2.08178615570068,0.0,0.0
Chad,0,137,3.9360001087188703,0.0,0.43801298737525896,0.953855872154236,0.0411347150802612,0.16234202682972002,0.0535818822681904,0.21611385047435802,0.0,2017,0.0,0.0,4.0347115239501,3.8372886934876402,2.07123804092407,0.0,0.0
Zimbabwe,0,138,3.875,0.0,0.37584653496742204,1.08309590816498,0.19676375389099102,0.336384207010269,0.0953753814101219,0.189143493771553,0.0,2017,0.0,0.0,3.97869964271784,3.77130035728216,1.59797024726868,0.0,0.0
Lesotho,0,139,3.80800008773804,0.0,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.119094640016556,0.157497271895409,0.0,2017,0.0,0.0,4.04434397548437,3.5716561999917,1.42983531951904,0.0,0.0
Angola,0,140,3.79500007629395,0.0,0.8584281802177429,1.1044119596481299,0.0498686656355858,0.0,0.0697203353047371,0.09792649000883098,0.0,2017,0.0,0.0,3.9516419354081203,3.63835821717978,1.6144824028015101,0.0,0.0
Afghanistan,0,141,3.7939999103546103,0.0,0.401477217674255,0.581543326377869,0.18074677884578697,0.106179520487785,0.0611578300595284,0.311870932579041,0.0,2017,0.0,0.0,3.8736614152789106,3.71433840543032,2.15080118179321,0.0,0.0
Botswana,0,142,3.7660000324249303,0.0,1.12209415435791,1.2215549945831299,0.34175550937652605,0.505196332931519,0.0985831990838051,0.0993484482169151,0.0,2017,0.0,0.0,3.8741226662695403,3.65787739858031,0.37791371345520003,0.0,0.0
Benin,0,143,3.65700006484985,0.0,0.43108540773391707,0.43529984354972795,0.20993021130561804,0.42596277594566295,0.0609290152788162,0.207948461174965,0.0,2017,0.0,0.0,3.74578355133533,3.56821657836437,1.88563096523285,0.0,0.0
Madagascar,0,144,3.64400005340576,0.0,0.305808693170547,0.9130203723907471,0.375223308801651,0.18919676542282102,0.0672319754958153,0.208732530474663,0.0,2017,0.0,0.0,3.7143191058933698,3.57368100091815,1.58461260795593,0.0,0.0
Haiti,0,145,3.6029999256133998,0.0,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.0998721495270729,0.48920378088951094,0.0,2017,0.0,0.0,3.73471479773521,3.4712850534915902,1.69716763496399,0.0,0.0
Yemen,0,146,3.59299993515015,0.0,0.5916834473609921,0.93538224697113,0.310080915689468,0.24946372210979503,0.0567674227058887,0.104125209152699,0.0,2017,0.0,0.0,3.6927503198385203,3.4932495504617704,1.3456006050109899,0.0,0.0
South Sudan,0,147,3.5910000801086404,0.0,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.116793513298035,0.285670816898346,0.0,2017,0.0,0.0,3.7255385857820498,3.45646157443523,1.8795673847198502,0.0,0.0
Liberia,0,148,3.5329999923706095,0.0,0.11904179304838199,0.8721179366111759,0.229918196797371,0.33288118243217496,0.0389482490718365,0.26654988527298,0.0,2017,0.0,0.0,3.6537562608718903,3.4122437238693197,1.6732859611511202,0.0,0.0
Guinea,0,149,3.50699996948242,0.0,0.24454993009567302,0.7912446856498722,0.194129139184952,0.348587512969971,0.110937617719173,0.264815092086792,0.0,2017,0.0,0.0,3.58442812889814,3.4295718100667,1.55231189727783,0.0,0.0
Togo,0,150,3.4949998855590803,0.0,0.30544471740722695,0.4318825304508211,0.247105568647385,0.38042613863945,0.0956650152802467,0.19689615070819896,0.0,2017,0.0,0.0,3.59403811171651,3.39596165940166,1.8372292518615703,0.0,0.0
Rwanda,0,151,3.47099995613098,0.0,0.368745893239975,0.945707023143768,0.326424807310104,0.5818438529968261,0.455220013856888,0.25275602936744695,0.0,2017,0.0,0.0,3.54303023353219,3.3989696787297703,0.540061235427856,0.0,0.0
Syria,0,152,3.46199989318848,0.0,0.777153134346008,0.396102607250214,0.5005333423614501,0.0815394446253777,0.15134713053703303,0.49366372823715204,0.0,2017,0.0,0.0,3.66366855680943,3.2603312295675297,1.06157350540161,0.0,0.0
Tanzania,0,153,3.34899997711182,0.0,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.0660351067781448,0.354256361722946,0.0,2017,0.0,0.0,3.4614297553896898,3.23657019883394,0.621130466461182,0.0,0.0
Burundi,0,154,2.90499997138977,0.0,0.09162256866693501,0.629793584346771,0.151610791683197,0.0599007532000542,0.0841479450464249,0.20443518459796897,0.0,2017,0.0,0.0,3.07469033300877,2.73530960977077,1.68302416801453,0.0,0.0
Central African Republic,0,155,2.69300007820129,0.0,0.0,0.0,0.0187726859003305,0.270842045545578,0.0565650761127472,0.280876487493515,0.0,2017,0.0,0.0,2.8648842692375203,2.52111588716507,2.06600475311279,0.0,0.0
Finland,0,1,7.632000000000001,0.0,1.305,0.0,0.8740000000000001,0.6809999999999999,0.0,0.20199999999999999,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.5919999999999999,0.39299999999999996
Norway,0,2,7.593999999999999,0.0,1.456,0.0,0.861,0.6859999999999999,0.0,0.28600000000000003,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.5819999999999999,0.34
Denmark,0,3,7.555,0.0,1.351,0.0,0.868,0.6829999999999999,0.0,0.284,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.59,0.408
Iceland,0,4,7.495,0.0,1.3430000000000002,0.0,0.914,0.677,0.0,0.353,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.6440000000000001,0.138
Switzerland,0,5,7.487,0.0,1.42,0.0,0.927,0.66,0.0,0.256,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.5490000000000002,0.35700000000000004
Netherlands,0,6,7.441,0.0,1.361,0.0,0.878,0.638,0.0,0.33299999999999996,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.4880000000000002,0.295
Canada,0,7,7.327999999999999,0.0,1.33,0.0,0.8959999999999999,0.653,0.0,0.321,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.5319999999999998,0.29100000000000004
New Zealand,0,8,7.324,0.0,1.268,0.0,0.8759999999999999,0.669,0.0,0.365,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.601,0.389
Sweden,0,9,7.314,0.0,1.355,0.0,0.9129999999999999,0.659,0.0,0.285,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.501,0.38299999999999995
Australia,0,10,7.272,0.0,1.34,0.0,0.91,0.647,0.0,0.361,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.5730000000000002,0.302
United Kingdom,0,11,7.19,0.0,1.244,0.0,0.888,0.46399999999999997,0.0,0.262,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.433,0.08199999999999999
Austria,0,12,7.138999999999999,0.0,1.341,0.0,0.8909999999999999,0.617,0.0,0.242,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.504,0.22399999999999998
Costa Rica,0,13,7.072,0.0,1.01,0.0,0.8170000000000001,0.632,0.0,0.14300000000000002,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.459,0.10099999999999999
Ireland,0,14,6.977,0.0,1.4480000000000002,0.0,0.8759999999999999,0.614,0.0,0.307,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.5830000000000002,0.306
Germany,0,15,6.965,0.0,1.34,0.0,0.861,0.586,0.0,0.273,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.474,0.28
Belgium,0,16,6.9270000000000005,0.0,1.324,0.0,0.894,0.583,0.0,0.188,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.483,0.24
Luxembourg,0,17,6.91,0.0,1.5759999999999998,0.0,0.8959999999999999,0.632,0.0,0.196,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.52,0.321
United States,0,18,6.886,0.0,1.3980000000000001,0.0,0.8190000000000001,0.547,0.0,0.29100000000000004,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.4709999999999999,0.133
Israel,0,19,6.814,0.0,1.301,0.0,0.883,0.5329999999999999,0.0,0.354,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.5590000000000002,0.272
United Arab Emirates,0,20,6.774,0.0,2.096,0.0,0.67,0.284,0.0,0.18600000000000003,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.7759999999999999,0.0
Czech Republic,0,21,6.711,0.0,1.2329999999999999,0.0,0.8540000000000001,0.5429999999999999,0.0,0.064,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.489,0.034
Malta,0,22,6.627000000000001,0.0,1.27,0.0,0.884,0.645,0.0,0.376,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.525,0.142
France,0,23,6.489,0.0,1.2930000000000001,0.0,0.9079999999999999,0.52,0.0,0.098,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.466,0.17600000000000002
Mexico,0,24,6.4879999999999995,0.0,1.038,0.0,0.7609999999999999,0.479,0.0,0.069,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.252,0.095
Chile,0,25,6.476,0.0,1.131,0.0,0.8079999999999999,0.431,0.0,0.19699999999999998,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.331,0.061
Taiwan,0,26,6.441,0.0,1.365,0.0,0.857,0.418,0.0,0.151,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.436,0.078
Panama,0,27,6.43,0.0,1.112,0.0,0.759,0.597,0.0,0.125,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.4380000000000002,0.063
Brazil,0,28,6.419,0.0,0.986,0.0,0.675,0.493,0.0,0.11,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.474,0.08800000000000001
Argentina,0,29,6.388,0.0,1.073,0.0,0.7440000000000001,0.57,0.0,0.062,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.4680000000000002,0.054000000000000006
Guatemala,0,30,6.382000000000001,0.0,0.7809999999999999,0.0,0.608,0.604,0.0,0.179,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.268,0.071
Uruguay,0,31,6.379,0.0,1.093,0.0,0.7709999999999999,0.625,0.0,0.13,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.459,0.155
Qatar,0,32,6.374,0.0,1.649,0.0,0.748,0.654,0.0,0.256,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.3030000000000002,0.171
Saudi Arabia,0,33,6.371,0.0,1.379,0.0,0.633,0.509,0.0,0.098,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.331,0.127
Singapore,0,34,6.343,0.0,1.5290000000000001,0.0,1.008,0.631,0.0,0.261,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.4509999999999998,0.457
Malaysia,0,35,6.322,0.0,1.161,0.0,0.669,0.35600000000000004,0.0,0.311,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.258,0.059000000000000004
Spain,0,36,6.31,0.0,1.251,0.0,0.965,0.449,0.0,0.142,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.538,0.07400000000000001
Colombia,0,37,6.26,0.0,0.96,0.0,0.635,0.531,0.0,0.099,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.439,0.039
Trinidad & Tobago,0,38,6.192,0.0,1.2229999999999999,0.0,0.564,0.575,0.0,0.171,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.492,0.019
Slovakia,0,39,6.172999999999999,0.0,1.21,0.0,0.7759999999999999,0.354,0.0,0.11800000000000001,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.537,0.013999999999999999
El Salvador,0,40,6.167000000000001,0.0,0.8059999999999999,0.0,0.639,0.461,0.0,0.065,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.2309999999999999,0.08199999999999999
Nicaragua,0,41,6.141,0.0,0.6679999999999999,0.0,0.7,0.527,0.0,0.20800000000000002,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.319,0.128
Poland,0,42,6.122999999999999,0.0,1.176,0.0,0.7809999999999999,0.546,0.0,0.10800000000000001,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.4480000000000002,0.064
Bahrain,0,43,6.105,0.0,1.338,0.0,0.698,0.594,0.0,0.243,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.3659999999999999,0.12300000000000001
Uzbekistan,0,44,6.096,0.0,0.7190000000000001,0.0,0.605,0.7240000000000001,0.0,0.32799999999999996,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.584,0.259
Kuwait,0,45,6.082999999999999,0.0,1.474,0.0,0.675,0.5539999999999999,0.0,0.16699999999999998,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.301,0.106
Thailand,0,46,6.072,0.0,1.016,0.0,0.7070000000000001,0.637,0.0,0.364,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.4169999999999998,0.028999999999999998
Italy,0,47,6.0,0.0,1.264,0.0,0.946,0.281,0.0,0.13699999999999998,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.501,0.027999999999999997
Ecuador,0,48,5.973,0.0,0.889,0.0,0.736,0.556,0.0,0.114,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.33,0.12
Belize,0,49,5.956,0.0,0.807,0.0,0.474,0.593,0.0,0.183,0.0,2018,0.0,0.0,0.0,0.0,0.0,1.101,0.08900000000000001
